line,size,line_impedance,line_length
7110,163,0.48,0.39
7111,30,0.64,0.17
7112,169,0.68,0.15
7113,159,0.32,0.14
7114,158,0.34,0.36
7115,68,0.76,0.16
7116,131,0.36,0.18
7117,94,0.35,0.15
7118,109,0.63,0.18
7119,123,0.37,0.12
7120,35,0.4,0.32
7121,184,0.77,0.18
7122,43,0.54,0.18
7123,45,0.3,0.14
7124,136,0.77,0.29
7125,81,0.66,0.11
7126,24,0.24,0.29
7127,40,0.63,0.39
7128,164,0.45,0.36
7129,70,0.72,0.16
7130,123,0.51,0.18
7131,91,0.3,0.28
7132,160,0.68,0.25
7133,144,0.41,0.19
7134,115,0.32,0.24
7135,26,0.46,0.28
7136,199,0.22,0.15
7137,169,0.5,0.32
7138,113,0.46,0.27
7139,200,0.69,0.28
7140,160,0.53,0.27
7141,61,0.48,0.24
7142,46,0.65,0.28
7143,132,0.22,0.21
7144,113,0.74,0.12
7145,153,0.72,0.31
7146,126,0.45,0.23
7147,97,0.2,0.16
7148,30,0.75,0.17
7149,24,0.66,0.17
7150,115,0.56,0.18
7151,20,0.42,0.16
7152,51,0.26,0.24
7153,58,0.39,0.36
7154,171,0.76,0.35
7155,56,0.78,0.29
7156,82,0.61,0.17
7157,131,0.59,0.26
7158,52,0.48,0.28
7159,190,0.48,0.25
7160,45,0.79,0.24
7161,66,0.79,0.27
7162,124,0.29,0.34
7163,118,0.38,0.1
7164,170,0.61,0.35
7165,127,0.53,0.11
7166,21,0.36,0.3
7167,186,0.22,0.14
7168,145,0.36,0.14
7169,83,0.36,0.33
7170,77,0.6,0.25
7171,180,0.31,0.16
7172,162,0.59,0.33
7173,135,0.33,0.33
7174,140,0.28,0.35
7175,108,0.32,0.2
7176,152,0.25,0.16
7177,31,0.36,0.3
7178,152,0.72,0.15
7179,136,0.35,0.17
7180,107,0.56,0.36
7181,55,0.66,0.34
7182,187,0.55,0.18
7183,26,0.54,0.26
7184,146,0.77,0.29
7185,163,0.21,0.37
7186,133,0.65,0.18
7187,38,0.74,0.26
7188,69,0.42,0.12
7189,70,0.69,0.31
7190,28,0.53,0.25
7191,178,0.46,0.29
7192,71,0.52,0.28
7193,71,0.46,0.29
7194,120,0.38,0.26
7195,75,0.33,0.28
7196,179,0.24,0.24
7197,26,0.6,0.19
7198,161,0.47,0.3
7199,179,0.8,0.38
7200,65,0.32,0.33
7201,137,0.27,0.29
7202,49,0.59,0.33
7203,156,0.27,0.33
7204,146,0.66,0.13
7205,96,0.6,0.35
7206,104,0.31,0.36
7207,89,0.33,0.17
7208,61,0.69,0.25
7209,148,0.46,0.21
7210,54,0.26,0.2
7211,44,0.52,0.39
7212,160,0.75,0.27
7213,89,0.4,0.18
7214,171,0.69,0.13
7215,29,0.45,0.34
7216,113,0.66,0.1
7217,42,0.79,0.16
7218,40,0.55,0.15
7219,56,0.22,0.15
7220,147,0.35,0.36
7221,155,0.35,0.32
7222,81,0.6,0.23
7223,180,0.28,0.2
7224,136,0.37,0.32
7225,141,0.75,0.11
7226,135,0.62,0.36
7227,20,0.32,0.19
7228,133,0.65,0.22
7229,174,0.73,0.36
7230,176,0.45,0.2
7231,194,0.44,0.32
7232,50,0.5,0.15
7233,80,0.74,0.24
7234,40,0.6,0.22
7235,87,0.59,0.12
7236,95,0.28,0.27
7237,40,0.37,0.2
7238,76,0.26,0.12
7239,139,0.76,0.29
7240,73,0.62,0.4
7241,45,0.62,0.31
7242,80,0.31,0.14
7243,117,0.51,0.3
7244,178,0.36,0.35
7245,86,0.45,0.14
7246,153,0.65,0.14
7247,164,0.28,0.23
7248,50,0.72,0.27
7249,160,0.77,0.3
7250,44,0.24,0.34
7251,26,0.75,0.1
7252,54,0.64,0.25
7253,106,0.43,0.15
7254,69,0.76,0.35
7255,105,0.44,0.34
7256,148,0.33,0.35
7257,105,0.8,0.13
7258,198,0.78,0.25
7259,98,0.37,0.4
7260,89,0.37,0.11
7261,171,0.77,0.26
7262,195,0.7,0.27
7263,96,0.47,0.28
7264,177,0.67,0.11
7265,117,0.54,0.21
7266,32,0.48,0.25
7267,107,0.69,0.39
7268,38,0.25,0.31
7269,158,0.77,0.19
7270,126,0.23,0.21
7271,92,0.28,0.19
7272,25,0.35,0.38
7273,28,0.52,0.33
7274,90,0.28,0.4
7275,186,0.51,0.33
7276,81,0.37,0.18
7277,33,0.52,0.35
7278,177,0.68,0.34
7279,50,0.51,0.37
7280,186,0.64,0.34
7281,157,0.45,0.29
7282,57,0.52,0.14
7283,151,0.29,0.18
7284,145,0.77,0.4
7285,29,0.61,0.21
7286,74,0.71,0.14
7287,120,0.22,0.24
7288,92,0.7,0.3
7289,149,0.75,0.28
7290,185,0.6,0.1
7291,26,0.72,0.26
7292,67,0.74,0.3
7293,74,0.4,0.32
7294,86,0.27,0.15
7295,97,0.24,0.22
7296,103,0.48,0.33
7297,167,0.38,0.15
7298,195,0.28,0.36
7299,150,0.41,0.29
7300,95,0.67,0.17
7301,152,0.37,0.16
7302,179,0.54,0.21
7303,104,0.55,0.28
7304,200,0.69,0.36
7305,130,0.25,0.27
7306,29,0.58,0.25
7307,178,0.46,0.4
7308,27,0.43,0.11
7309,172,0.6,0.26
7310,34,0.4,0.23
7311,93,0.3,0.17
7312,24,0.78,0.1
7313,139,0.74,0.16
7314,95,0.59,0.16
7315,93,0.78,0.11
7316,61,0.52,0.16
7317,82,0.7,0.1
7318,146,0.37,0.39
7319,39,0.64,0.2
7320,45,0.57,0.14
7321,120,0.38,0.17
7322,184,0.51,0.12
7323,56,0.43,0.24
7324,130,0.63,0.1
7325,189,0.7,0.15
7326,184,0.37,0.13
7327,72,0.38,0.21
7328,166,0.38,0.35
7329,100,0.77,0.23
7330,131,0.38,0.22
7331,157,0.3,0.2
7332,188,0.49,0.2
7333,156,0.68,0.21
7334,156,0.21,0.22
7335,71,0.65,0.28
7336,35,0.32,0.12
7337,54,0.28,0.11
7338,59,0.75,0.38
7339,145,0.25,0.12
7340,26,0.79,0.32
7341,133,0.45,0.31
7342,162,0.58,0.13
7343,188,0.75,0.1
7344,185,0.8,0.2
7345,120,0.78,0.17
7346,64,0.47,0.36
7347,91,0.29,0.36
7348,105,0.78,0.25
7349,169,0.54,0.11
7350,166,0.55,0.17
7351,55,0.3,0.23
7352,77,0.48,0.13
7353,159,0.75,0.31
7354,64,0.76,0.17
7355,193,0.22,0.31
7356,64,0.55,0.3
7357,72,0.42,0.39
7358,30,0.32,0.25
7359,199,0.78,0.15
7360,70,0.66,0.33
7361,46,0.42,0.3
7362,197,0.72,0.35
7363,168,0.26,0.39
7364,54,0.28,0.25
7365,58,0.47,0.27
7366,164,0.78,0.3
7367,114,0.76,0.21
7368,69,0.34,0.39
7369,170,0.53,0.22
7370,64,0.55,0.24
7371,24,0.35,0.38
7372,75,0.74,0.14
7373,50,0.78,0.39
7374,123,0.69,0.26
7375,111,0.37,0.29
7376,118,0.48,0.23
7377,130,0.21,0.26
7378,121,0.46,0.18
7379,87,0.53,0.34
7380,56,0.31,0.33
7381,97,0.71,0.36
7382,75,0.61,0.28
7383,66,0.62,0.14
7384,157,0.71,0.2
7385,33,0.42,0.28
7386,165,0.78,0.16
7387,39,0.55,0.28
7388,166,0.64,0.25
7389,127,0.78,0.35
7390,86,0.51,0.33
7391,89,0.8,0.29
7392,128,0.6,0.29
7393,30,0.27,0.28
7394,115,0.25,0.16
7395,139,0.53,0.22
7396,73,0.57,0.4
7397,188,0.64,0.22
7398,67,0.79,0.28
7399,164,0.3,0.23
7400,126,0.72,0.21
7401,52,0.65,0.19
7402,50,0.58,0.15
7403,108,0.24,0.29
7404,138,0.38,0.28
7405,83,0.34,0.2
7406,128,0.54,0.11
7407,40,0.3,0.18
7408,105,0.42,0.31
7409,132,0.78,0.15
7410,100,0.34,0.16
7411,198,0.28,0.1
7412,179,0.77,0.25
7413,84,0.31,0.22
7414,69,0.48,0.23
7415,165,0.35,0.18
7416,64,0.54,0.35
7417,30,0.71,0.39
7418,195,0.77,0.2
7419,133,0.28,0.13
7420,198,0.69,0.4
7421,36,0.26,0.25
7422,39,0.36,0.17
7423,33,0.51,0.22
7424,24,0.43,0.12
7425,135,0.62,0.37
7426,114,0.25,0.37
7427,152,0.31,0.18
7428,79,0.6,0.12
7429,150,0.41,0.32
7430,168,0.42,0.15
7431,108,0.65,0.37
7432,142,0.66,0.23
7433,171,0.7,0.2
7434,120,0.67,0.25
7435,30,0.35,0.36
7436,147,0.75,0.39
7437,105,0.56,0.18
7438,133,0.42,0.39
7439,130,0.77,0.37
7440,72,0.66,0.32
7441,73,0.78,0.22
7442,143,0.62,0.25
7443,183,0.38,0.39
7444,180,0.69,0.21
7445,70,0.76,0.32
7446,56,0.34,0.37
7447,20,0.47,0.12
7448,78,0.27,0.29
7449,164,0.37,0.18
7450,190,0.52,0.13
7451,33,0.26,0.21
7452,67,0.78,0.35
7453,28,0.25,0.31
7454,35,0.78,0.37
7455,66,0.24,0.38
7456,195,0.75,0.17
7457,180,0.52,0.32
7458,195,0.48,0.34
7459,179,0.6,0.18
7460,57,0.61,0.3
7461,154,0.73,0.3
7462,96,0.64,0.33
7463,161,0.37,0.34
7464,43,0.78,0.4
7465,106,0.49,0.31
7466,175,0.49,0.12
7467,76,0.75,0.39
7468,99,0.61,0.27
7469,56,0.42,0.23
7470,111,0.7,0.3
7471,142,0.53,0.18
7472,53,0.48,0.14
7473,155,0.4,0.13
7474,169,0.37,0.34
7475,194,0.21,0.27
7476,167,0.66,0.16
7477,50,0.4,0.32
7478,182,0.23,0.36
7479,193,0.31,0.21
7480,40,0.33,0.35
7481,176,0.35,0.1
7482,146,0.64,0.16
7483,29,0.29,0.22
7484,154,0.75,0.39
7485,115,0.68,0.21
7486,124,0.54,0.23
7487,116,0.29,0.15
7488,130,0.53,0.28
7489,67,0.44,0.14
7490,118,0.7,0.39
7491,58,0.32,0.2
7492,181,0.43,0.39
7493,166,0.68,0.31
7494,198,0.71,0.33
7495,49,0.7,0.31
7496,169,0.5,0.18
7497,173,0.32,0.15
7498,162,0.66,0.24
7499,87,0.28,0.22
7500,34,0.48,0.24
7501,28,0.7,0.12
7502,130,0.28,0.14
7503,132,0.3,0.14
7504,64,0.67,0.16
7505,27,0.71,0.24
7506,62,0.5,0.18
7507,135,0.72,0.16
7508,80,0.76,0.22
7509,177,0.37,0.35
7510,34,0.61,0.14
7511,149,0.66,0.35
7512,83,0.29,0.32
7513,193,0.38,0.28
7514,85,0.36,0.38
7515,89,0.79,0.38
7516,108,0.62,0.32
7517,61,0.22,0.12
7518,187,0.47,0.21
7519,58,0.54,0.3
7520,184,0.61,0.35
7521,121,0.42,0.15
7522,84,0.42,0.28
7523,103,0.51,0.37
7524,103,0.52,0.19
7525,46,0.31,0.32
7526,111,0.78,0.37
7527,195,0.55,0.11
7528,185,0.38,0.11
7529,35,0.61,0.21
7530,185,0.46,0.22
7531,66,0.52,0.3
7532,187,0.45,0.33
7533,84,0.29,0.22
7534,183,0.75,0.32
7535,94,0.44,0.28
7536,145,0.27,0.11
7537,161,0.37,0.35
7538,103,0.24,0.33
7539,161,0.4,0.24
7540,53,0.63,0.28
7541,44,0.33,0.35
7542,73,0.38,0.2
7543,35,0.77,0.22
7544,105,0.65,0.18
7545,58,0.3,0.15
7546,28,0.54,0.23
7547,59,0.48,0.35
7548,111,0.22,0.35
7549,21,0.57,0.31
7550,28,0.67,0.32
7551,144,0.62,0.18
7552,53,0.42,0.18
7553,91,0.8,0.38
7554,200,0.63,0.2
7555,175,0.54,0.11
7556,187,0.39,0.26
7557,103,0.64,0.23
7558,90,0.61,0.17
7559,128,0.59,0.39
7560,68,0.63,0.19
7561,64,0.47,0.13
7562,84,0.32,0.36
7563,166,0.64,0.13
7564,86,0.72,0.2
7565,37,0.22,0.17
7566,139,0.38,0.23
7567,121,0.67,0.32
7568,200,0.25,0.28
7569,191,0.73,0.16
7570,199,0.49,0.19
7571,167,0.5,0.37
7572,150,0.3,0.33
7573,112,0.27,0.21
7574,30,0.53,0.31
7575,115,0.38,0.19
7576,190,0.63,0.35
7577,51,0.25,0.29
7578,146,0.23,0.28
7579,77,0.2,0.38
7580,47,0.24,0.2
7581,83,0.55,0.29
7582,108,0.24,0.24
7583,88,0.61,0.4
7584,166,0.66,0.14
7585,60,0.5,0.24
7586,131,0.76,0.27
7587,156,0.73,0.19
7588,28,0.41,0.4
7589,190,0.36,0.13
7590,152,0.32,0.2
7591,72,0.34,0.39
7592,32,0.56,0.2
7593,100,0.44,0.28
7594,43,0.42,0.19
7595,197,0.71,0.33
7596,67,0.23,0.35
7597,114,0.78,0.32
7598,117,0.47,0.21
7599,47,0.57,0.21
7600,184,0.31,0.34
7601,121,0.41,0.37
7602,23,0.24,0.16
7603,117,0.25,0.31
7604,99,0.49,0.39
7605,178,0.51,0.31
7606,58,0.6,0.16
7607,145,0.5,0.34
7608,35,0.69,0.32
7609,157,0.79,0.27
7610,117,0.61,0.36
7611,120,0.31,0.19
7612,99,0.22,0.19
7613,114,0.21,0.18
7614,193,0.74,0.31
7615,78,0.71,0.14
7616,48,0.28,0.28
7617,191,0.52,0.15
7618,177,0.68,0.39
7619,62,0.64,0.2
7620,109,0.29,0.17
7621,183,0.3,0.34
7622,60,0.5,0.26
7623,193,0.78,0.18
7624,136,0.47,0.32
7625,83,0.74,0.32
7626,59,0.52,0.25
7627,56,0.39,0.11
7628,153,0.6,0.36
7629,159,0.4,0.39
7630,153,0.52,0.18
7631,51,0.58,0.14
7632,35,0.27,0.28
7633,79,0.39,0.34
7634,133,0.64,0.26
7635,105,0.33,0.28
7636,111,0.51,0.2
7637,152,0.38,0.13
7638,34,0.38,0.32
7639,29,0.23,0.38
7640,63,0.42,0.33
7641,101,0.66,0.12
7642,79,0.69,0.12
7643,165,0.55,0.35
7644,158,0.44,0.35
7645,143,0.71,0.34
7646,116,0.72,0.39
7647,98,0.32,0.22
7648,31,0.47,0.34
7649,182,0.31,0.35
7650,168,0.65,0.29
7651,183,0.66,0.34
7652,71,0.46,0.32
7653,116,0.46,0.15
7654,86,0.57,0.31
7655,110,0.21,0.32
7656,180,0.51,0.17
7657,81,0.58,0.11
7658,93,0.29,0.22
7659,125,0.68,0.15
7660,55,0.79,0.38
7661,111,0.26,0.18
7662,183,0.79,0.24
7663,30,0.73,0.1
7664,159,0.62,0.13
7665,72,0.68,0.32
7666,163,0.68,0.22
7667,127,0.31,0.36
7668,45,0.21,0.38
7669,146,0.29,0.32
7670,55,0.5,0.39
7671,123,0.79,0.16
7672,124,0.34,0.33
7673,150,0.78,0.32
7674,142,0.8,0.33
7675,80,0.69,0.35
7676,111,0.52,0.34
7677,162,0.45,0.14
7678,133,0.76,0.39
7679,180,0.27,0.32
7680,73,0.74,0.12
7681,143,0.27,0.34
7682,191,0.56,0.3
7683,161,0.23,0.24
7684,140,0.51,0.14
7685,96,0.56,0.19
7686,63,0.37,0.31
7687,149,0.55,0.18
7688,178,0.62,0.35
7689,158,0.7,0.11
7690,116,0.27,0.24
7691,78,0.63,0.28
7692,50,0.33,0.36
7693,70,0.34,0.12
7694,114,0.44,0.21
7695,87,0.33,0.29
7696,186,0.67,0.1
7697,64,0.34,0.24
7698,43,0.5,0.19
7699,190,0.66,0.19
7700,124,0.76,0.32
7701,159,0.74,0.26
7702,137,0.71,0.39
7703,131,0.31,0.11
7704,75,0.63,0.21
7705,173,0.61,0.25
7706,109,0.55,0.23
7707,193,0.38,0.16
7708,120,0.32,0.26
7709,161,0.52,0.29
7710,133,0.32,0.37
7711,60,0.71,0.14
7712,161,0.57,0.16
7713,172,0.47,0.3
7714,56,0.59,0.36
7715,107,0.5,0.26
7716,62,0.21,0.31
7717,155,0.58,0.32
7718,39,0.36,0.28
7719,80,0.47,0.39
7720,98,0.54,0.26
7721,27,0.39,0.25
7722,131,0.3,0.4
7723,169,0.48,0.37
7724,140,0.41,0.38
7725,170,0.42,0.21
7726,62,0.7,0.19
7727,59,0.6,0.17
7728,165,0.62,0.22
7729,28,0.28,0.33
7730,68,0.39,0.18
7731,159,0.46,0.1
7732,118,0.66,0.21
7733,29,0.27,0.12
7734,30,0.62,0.23
7735,27,0.79,0.32
7736,80,0.44,0.23
7737,40,0.24,0.17
7738,146,0.73,0.18
7739,165,0.44,0.33
7740,67,0.53,0.22
7741,52,0.66,0.4
7742,81,0.55,0.2
7743,127,0.33,0.24
7744,161,0.37,0.24
7745,29,0.71,0.23
7746,50,0.38,0.2
7747,22,0.32,0.31
7748,62,0.5,0.31
7749,134,0.3,0.18
7750,158,0.2,0.3
7751,62,0.65,0.38
7752,162,0.35,0.26
7753,78,0.27,0.17
7754,82,0.44,0.11
7755,58,0.69,0.11
7756,75,0.26,0.38
7757,66,0.39,0.2
7758,84,0.62,0.18
7759,189,0.6,0.35
7760,104,0.28,0.11
7761,192,0.22,0.14
7762,86,0.29,0.33
7763,71,0.44,0.39
7764,48,0.6,0.2
7765,148,0.62,0.37
7766,63,0.69,0.37
7767,151,0.55,0.25
7768,130,0.75,0.18
7769,138,0.34,0.28
7770,61,0.68,0.32
7771,51,0.45,0.32
7772,131,0.46,0.4
7773,74,0.31,0.35
7774,60,0.68,0.13
7775,57,0.32,0.21
7776,159,0.71,0.32
7777,36,0.35,0.39
7778,76,0.33,0.14
7779,24,0.39,0.4
7780,197,0.22,0.32
7781,121,0.38,0.28
7782,171,0.3,0.22
7783,65,0.37,0.11
7784,196,0.4,0.39
7785,189,0.65,0.28
7786,144,0.26,0.38
7787,78,0.61,0.31
7788,142,0.66,0.38
7789,36,0.57,0.25
7790,124,0.23,0.2
7791,129,0.77,0.22
7792,63,0.23,0.38
7793,187,0.29,0.11
7794,123,0.47,0.36
7795,154,0.8,0.37
7796,150,0.55,0.2
7797,99,0.74,0.24
7798,64,0.59,0.15
7799,175,0.24,0.27
7800,111,0.23,0.17
7801,189,0.77,0.13
7802,115,0.37,0.14
7803,67,0.67,0.29
7804,108,0.7,0.39
7805,174,0.35,0.25
7806,66,0.56,0.16
7807,86,0.69,0.19
7808,125,0.39,0.18
7809,66,0.76,0.4
7810,153,0.25,0.26
7811,36,0.38,0.37
7812,136,0.35,0.12
7813,34,0.46,0.14
7814,80,0.79,0.24
7815,121,0.76,0.36
7816,183,0.71,0.22
7817,77,0.35,0.3
7818,79,0.4,0.2
7819,120,0.59,0.15
7820,44,0.63,0.2
7821,186,0.28,0.37
7822,101,0.55,0.39
7823,60,0.77,0.11
7824,146,0.75,0.34
7825,104,0.65,0.34
7826,192,0.7,0.2
7827,67,0.7,0.26
7828,125,0.59,0.15
7829,112,0.69,0.33
7830,164,0.6,0.26
7831,59,0.3,0.3
7832,59,0.79,0.23
7833,78,0.4,0.34
7834,133,0.39,0.26
7835,120,0.58,0.34
7836,189,0.69,0.15
7837,188,0.48,0.25
7838,141,0.21,0.24
7839,133,0.22,0.32
7840,152,0.39,0.21
7841,171,0.3,0.16
7842,54,0.28,0.38
7843,89,0.54,0.34
7844,153,0.7,0.28
7845,92,0.4,0.36
7846,43,0.64,0.21
7847,95,0.69,0.25
7848,24,0.49,0.25
7849,138,0.44,0.23
7850,85,0.35,0.22
7851,128,0.71,0.27
7852,92,0.7,0.36
7853,24,0.59,0.38
7854,129,0.56,0.36
7855,141,0.38,0.12
7856,28,0.63,0.19
7857,28,0.52,0.14
7858,132,0.35,0.19
7859,88,0.69,0.11
7860,113,0.52,0.2
7861,39,0.73,0.13
7862,128,0.69,0.1
7863,145,0.21,0.38
7864,66,0.67,0.28
7865,160,0.51,0.24
7866,185,0.32,0.25
7867,73,0.69,0.34
7868,88,0.29,0.29
7869,186,0.41,0.11
7870,23,0.56,0.4
7871,180,0.73,0.23
7872,132,0.78,0.19
7873,62,0.77,0.16
7874,185,0.7,0.2
7875,59,0.46,0.16
7876,136,0.65,0.21
7877,39,0.75,0.37
7878,145,0.36,0.39
7879,128,0.29,0.28
7880,116,0.47,0.36
7881,65,0.71,0.15
7882,84,0.35,0.17
7883,129,0.32,0.32
7884,50,0.68,0.12
7885,21,0.35,0.3
7886,163,0.62,0.2
7887,184,0.31,0.33
7888,43,0.64,0.37
7889,60,0.77,0.4
7890,153,0.7,0.26
7891,117,0.4,0.31
7892,76,0.55,0.36
7893,167,0.66,0.31
7894,135,0.77,0.29
7895,83,0.45,0.26
7896,57,0.55,0.2
7897,135,0.73,0.27
7898,128,0.24,0.2
7899,108,0.79,0.22
7900,133,0.46,0.25
7901,89,0.65,0.21
7902,163,0.22,0.18
7903,134,0.59,0.13
7904,46,0.47,0.24
7905,31,0.35,0.27
7906,161,0.28,0.2
7907,71,0.79,0.16
7908,166,0.42,0.34
7909,86,0.61,0.38
7910,24,0.69,0.36
7911,95,0.26,0.38
7912,164,0.79,0.36
7913,41,0.71,0.15
7914,101,0.52,0.14
7915,177,0.79,0.17
7916,56,0.33,0.1
7917,51,0.53,0.24
7918,73,0.43,0.28
7919,91,0.67,0.17
7920,183,0.64,0.37
7921,172,0.25,0.28
7922,33,0.44,0.33
7923,132,0.23,0.26
7924,28,0.68,0.32
7925,172,0.34,0.12
7926,150,0.32,0.28
7927,167,0.73,0.27
7928,184,0.67,0.1
7929,96,0.36,0.26
7930,35,0.34,0.26
7931,179,0.48,0.3
7932,103,0.71,0.26
7933,189,0.57,0.32
7934,32,0.58,0.35
7935,49,0.34,0.27
7936,63,0.74,0.38
7937,115,0.39,0.39
7938,98,0.61,0.16
7939,134,0.55,0.15
7940,132,0.59,0.16
7941,52,0.68,0.37
7942,95,0.6,0.27
7943,110,0.38,0.32
7944,190,0.35,0.32
7945,147,0.23,0.27
7946,53,0.64,0.36
7947,144,0.42,0.31
7948,73,0.56,0.23
7949,101,0.44,0.2
7950,171,0.26,0.36
7951,21,0.34,0.38
7952,34,0.57,0.27
7953,163,0.77,0.15
7954,158,0.28,0.39
7955,111,0.63,0.3
7956,162,0.44,0.11
7957,178,0.35,0.32
7958,182,0.51,0.39
7959,68,0.61,0.31
7960,121,0.63,0.38
7961,107,0.75,0.23
7962,96,0.45,0.2
7963,150,0.3,0.14
7964,32,0.54,0.33
7965,24,0.66,0.25
7966,41,0.73,0.1
7967,167,0.74,0.39
7968,193,0.51,0.38
7969,153,0.44,0.37
7970,98,0.65,0.27
7971,93,0.34,0.34
7972,23,0.76,0.25
7973,167,0.78,0.18
7974,56,0.28,0.11
7975,138,0.43,0.13
7976,22,0.38,0.22
7977,82,0.75,0.28
7978,174,0.68,0.25
7979,198,0.46,0.37
7980,98,0.52,0.29
7981,198,0.33,0.38
7982,73,0.63,0.38
7983,173,0.45,0.33
7984,52,0.23,0.2
7985,78,0.39,0.22
7986,80,0.25,0.23
7987,74,0.79,0.28
7988,43,0.79,0.3
7989,126,0.34,0.23
7990,188,0.63,0.2
7991,23,0.59,0.36
7992,65,0.31,0.23
7993,173,0.6,0.36
7994,76,0.27,0.37
7995,152,0.32,0.2
7996,89,0.26,0.29
7997,107,0.43,0.11
7998,180,0.58,0.34
7999,112,0.39,0.33
8000,64,0.61,0.23
8001,137,0.26,0.21
8002,30,0.59,0.22
8003,137,0.59,0.31
8004,56,0.46,0.14
8005,118,0.48,0.32
8006,98,0.22,0.25
8007,101,0.21,0.35
8008,147,0.23,0.25
8009,120,0.76,0.14
8010,193,0.28,0.17
8011,97,0.47,0.31
8012,145,0.2,0.16
8013,197,0.78,0.28
8014,149,0.52,0.2
8015,27,0.49,0.4
8016,173,0.61,0.29
8017,72,0.28,0.12
8018,52,0.67,0.29
8019,134,0.67,0.3
8020,131,0.56,0.27
8021,78,0.24,0.22
8022,72,0.25,0.29
8023,179,0.39,0.35
8024,134,0.49,0.39
8025,138,0.26,0.36
8026,188,0.28,0.12
8027,30,0.39,0.28
8028,124,0.28,0.21
8029,121,0.35,0.26
8030,129,0.59,0.39
8031,122,0.46,0.16
8032,196,0.61,0.19
8033,155,0.41,0.3
8034,186,0.57,0.26
8035,146,0.42,0.16
8036,149,0.58,0.32
8037,168,0.79,0.29
8038,164,0.74,0.35
8039,196,0.3,0.19
8040,173,0.3,0.15
8041,124,0.23,0.32
8042,36,0.6,0.22
8043,59,0.69,0.34
8044,71,0.79,0.1
8045,164,0.62,0.19
8046,37,0.61,0.21
8047,184,0.6,0.38
8048,117,0.8,0.37
8049,115,0.4,0.27
8050,22,0.73,0.14
8051,187,0.59,0.39
8052,162,0.58,0.11
8053,152,0.22,0.12
8054,34,0.45,0.18
8055,107,0.64,0.24
8056,29,0.42,0.13
8057,71,0.77,0.17
8058,62,0.45,0.29
8059,188,0.73,0.25
8060,53,0.49,0.26
8061,77,0.25,0.11
8062,72,0.33,0.14
8063,186,0.64,0.14
8064,153,0.78,0.3
8065,121,0.48,0.23
8066,140,0.23,0.37
8067,170,0.53,0.24
8068,130,0.24,0.17
8069,88,0.64,0.28
8070,86,0.7,0.4
8071,115,0.36,0.31
8072,105,0.26,0.19
8073,142,0.37,0.35
8074,125,0.29,0.29
8075,173,0.34,0.19
8076,62,0.45,0.39
8077,140,0.65,0.26
8078,197,0.53,0.4
8079,49,0.2,0.23
8080,38,0.39,0.29
8081,155,0.72,0.26
8082,43,0.61,0.17
8083,64,0.63,0.21
8084,190,0.42,0.36
8085,97,0.38,0.27
8086,58,0.67,0.29
8087,66,0.69,0.29
8088,130,0.65,0.35
8089,177,0.44,0.36
8090,167,0.56,0.24
8091,26,0.41,0.17
8092,163,0.59,0.37
8093,38,0.64,0.18
8094,119,0.2,0.19
8095,96,0.79,0.37
8096,135,0.79,0.13
8097,27,0.44,0.13
8098,199,0.48,0.38
8099,190,0.31,0.14
8100,142,0.76,0.25
8101,147,0.2,0.19
8102,196,0.69,0.38
8103,103,0.4,0.35
8104,155,0.35,0.37
8105,107,0.43,0.25
8106,178,0.77,0.23
8107,101,0.4,0.22
8108,151,0.35,0.38
8109,85,0.59,0.18
8110,177,0.5,0.15
8111,193,0.64,0.25
8112,150,0.54,0.39
8113,121,0.41,0.37
8114,175,0.26,0.17
8115,117,0.74,0.35
8116,193,0.66,0.32
8117,21,0.37,0.14
8118,26,0.27,0.14
8119,192,0.43,0.21
8120,94,0.4,0.16
8121,193,0.26,0.29
8122,80,0.79,0.39
8123,53,0.54,0.34
8124,107,0.23,0.39
8125,157,0.42,0.19
8126,20,0.48,0.18
8127,136,0.67,0.37
8128,43,0.78,0.31
8129,48,0.5,0.36
8130,100,0.46,0.28
8131,126,0.77,0.27
8132,142,0.59,0.34
8133,193,0.63,0.27
8134,56,0.23,0.27
8135,126,0.45,0.22
8136,164,0.69,0.12
8137,100,0.6,0.16
8138,195,0.38,0.22
8139,186,0.42,0.12
8140,25,0.51,0.13
8141,90,0.27,0.21
8142,55,0.44,0.14
8143,80,0.72,0.2
8144,22,0.37,0.3
8145,30,0.39,0.14
8146,140,0.76,0.2
8147,54,0.78,0.3
8148,139,0.8,0.29
8149,64,0.5,0.15
8150,124,0.5,0.25
8151,163,0.7,0.14
8152,109,0.71,0.37
8153,27,0.34,0.37
8154,54,0.31,0.36
8155,122,0.47,0.13
8156,102,0.73,0.4
8157,55,0.57,0.34
8158,184,0.59,0.22
8159,146,0.23,0.31
8160,37,0.29,0.18
8161,70,0.27,0.31
8162,142,0.62,0.4
8163,82,0.24,0.34
8164,61,0.76,0.4
8165,168,0.31,0.29
8166,32,0.59,0.13
8167,121,0.26,0.26
8168,163,0.5,0.38
8169,146,0.71,0.19
8170,133,0.74,0.36
8171,83,0.33,0.33
8172,123,0.61,0.35
8173,188,0.36,0.22
8174,73,0.79,0.29
8175,49,0.3,0.4
8176,122,0.66,0.13
8177,166,0.32,0.22
8178,67,0.48,0.4
8179,127,0.29,0.21
8180,96,0.58,0.15
8181,25,0.22,0.13
8182,88,0.5,0.37
8183,162,0.31,0.17
8184,146,0.29,0.36
